sample_id,label,TOP2A,MKI67,CDK1,CCNB1,PCNA,EPCAM,SOX9,CD44,VIM,ZEB1,CDH1,CDH2,SNAI1,EPAS1,HIF1A,VEGFA,GPC3,TERT,AFP
TCGA-DD-A4NI-01A,0,1.696528045680674,0.8468743738149157,1.386259141133346,1.747602230274943,5.749681747542164,0.6002697535090047,3.8998716692711457,2.7042522690959077,5.626260979143851,2.778040322267523,3.864423891113351,4.217905367422375,2.5989130204898387,6.341395174256011,4.452088003869015,3.801148306737776,3.7259483313918023,0.08106688049188852,2.3081278441787414
TCGA-CC-5264-01A,0,7.423924349364225,5.826240849030609,6.048107554726105,6.389329325714741,9.198210753311516,8.413415105231778,6.146133828893375,4.507883418700364,6.051641820452977,3.2909404024036784,8.352254461080312,4.934417424947181,2.0435194936627425,7.354526211758502,6.242453884680278,5.836686642119824,11.619668993989439,1.2673560117838876,10.872918232780641
TCGA-BC-A10Y-01A,1,4.775582628153754,2.9675744237363437,4.754043011282918,5.829136659919975,7.977685195178286,0.2229281800026127,4.169933016392498,2.085764553778314,5.735026571923094,2.6892320568804045,6.8920521713776575,5.100468915556835,1.0085585988365642,6.040942827679674,4.80742705500634,6.078430511313357,9.593610358427975,2.7478385070165032,1.5133391409459602
TCGA-DD-A73B-01A,0,6.047555837799601,4.613696657620228,4.651390433526807,5.33389596730575,7.979800147275173,3.671259399670884,1.6698884957031848,1.0221902396340656,4.710387681483747,2.7513994476055097,6.109310406908844,3.809198332502029,0.751463721165559,5.720677942311265,4.832950757940288,4.554441505085422,9.453033938518375,0.05575096411845322,1.885183866320351
TCGA-DD-A3A8-01A,0,2.1399933019033646,0.7761882305794445,1.8330519918830344,1.9109244968930084,6.537940538154773,0.12326888749434657,2.1874193809015847,2.641985244367066,5.135711337935888,2.6257848108284976,2.919835834281514,3.600745497962084,1.1212806997927294,5.342750286807131,3.673126717278651,3.8732915294489483,3.2639207898104887,1.3740657182225378,3.4144061820877476
TCGA-CC-5258-01A,0,5.390647051901805,4.57107606754931,4.701792997047868,5.981462251022507,7.2637612057776,4.430659950305141,5.4015656202992055,3.211058932308566,6.485143412808102,3.398883893710251,4.967177831895983,5.486527750094589,3.586716712758177,7.047342072562179,5.499874581284851,4.607667642996059,10.57625398849142,0.5214528258224312,14.089263155296845
TCGA-ED-A459-01A,1,4.9234724905271845,3.6534728119497086,3.8421039012525586,5.8600515172015255,7.660806712382277,0.34323724728342053,4.904310675052856,7.358958825832329,5.659302376160185,2.12227513613536,5.332066991256212,4.075814981569017,2.409988257941243,5.519390934519779,5.381674453224892,5.468084738676441,3.619002095074795,0.3680419305947677,1.5678374616192177
TCGA-BW-A5NP-01A,1,4.931304843650669,3.433720628798561,4.621536165228007,5.246712100531861,7.74404266051928,8.790455696985507,6.990336592089263,1.284454908094259,5.316963906538887,3.762146802932689,5.688935645061447,4.970881256660122,0.7642612182171139,5.785738853523569,6.117838390901882,5.703615697657055,11.63064413344079,0.040822310107341116,8.177841570451275
TCGA-DD-A4NK-01A,0,1.6436715129899246,1.292192773901891,1.6351507240326342,2.7034108279787237,5.861397129637249,0.10996225339881809,3.9886028938686096,1.5494227457466636,4.949371511701937,2.722924990788786,4.892376453162623,4.364012053558614,2.0309716424120756,6.861615487076274,3.838699701774244,4.800289051283757,6.056778591130871,0.6648468815073885,1.2651968269844145
TCGA-DD-A73G-01A,0,1.594261892919768,2.6215244436714578,2.847295425953055,4.726961968965959,5.243356808487485,4.085348168272193,3.8991079421279844,1.1212143796584455,6.002707020357337,0.953600493934903,5.5908774308975735,0.42287883895730666,1.5334636767204042,4.160299037498155,1.481298941547565,3.518283337770111,10.164090592835837,0.037030730944967026,12.477212448125838
TCGA-DD-A11A-01A,0,5.003386355934467,2.198431289740475,3.47487728599312,3.6356847502546703,6.787833360594192,0.9339502576954241,3.34468649246552,1.3759013144969756,5.2837995676034195,2.82980897713492,6.304279213632225,5.290144213067307,1.4542285453286845,6.86019184721988,4.46253008331795,5.495727136893879,1.947067636792243,0.012211083950874365,1.8129088985617536
TCGA-DD-A4NV-01A,0,2.0628815522667368,1.436375082244539,1.7825763104122303,3.217897614602902,7.032044624584606,1.7858016153237786,2.8783526052880837,2.944689809258873,6.136718434887984,3.129414914462053,6.516399730343802,4.82680776776891,3.040804779439918,6.692089584912222,4.513402311482962,4.381705596689411,3.799294574954597,0.05130248870063107,1.9867385764139018
TCGA-DD-A3A6-01A,1,1.3957209132859527,1.3152763870149324,1.0020183605343054,2.301353518877764,4.5467771879309495,0.13933851360142888,0.37951006655306796,2.274052884078258,8.668827204413482,1.682708122359675,5.5333328474334635,0.20075543159558676,3.589811416256618,7.95686979831631,4.119970312319495,2.9530789526125076,1.2047041594903314,0.011924948479708557,0.0
TCGA-FV-A3I1-01A,1,4.987157120756048,3.5676062887630344,3.641661625020512,5.17347526978411,6.988810775080622,4.314022143746715,5.387614135720931,5.192486147313036,5.959083877400941,2.9474043348468006,6.743729029844538,4.582616214405355,2.18570799868324,6.323615061402119,5.14861690445744,4.589421944826895,9.034716166835002,0.8076846432431072,3.264296212034829
